symbol,entry_date,entry_price,exit_date,exit_price,shares,stop,target,outcome,bars_to_resolution,pnl,r_multiple,ema200_uptrend_pct,price_vs_ema200_pct,consolidation_range_pct,bounce_off_low_pct,price_vs_poc_pct,rr_ratio_planned,weak_rr,stop_distance_sanity_flag
AKR,2022-02-16 05:00:00,20.3702,2022-02-17 05:00:00,20.6797,6283,19.73,20.69,target_hit,1,1944.43,0.483,8.96,-2.92,4.15,3.62,0.81,5.0,False,False
AKR,2022-02-22 05:00:00,20.9905,2022-02-24 05:00:00,20.7196,15741,20.73,23.99,stop_hit,2,-4263.53,-1.04,8.76,3.73,9.76,10.81,7.81,5.0,False,False
AKR,2022-03-01 05:00:00,21.3707,2022-04-06 04:00:00,20.7196,6133,20.73,25.07,stop_hit,25,-3992.86,-1.016,8.41,4.41,11.24,10.68,-1.33,5.0,False,False
AKR,2022-04-14 04:00:00,21.4607,2022-04-22 04:00:00,21.0395,9179,21.05,22.18,stop_hit,5,-3866.65,-1.026,6.83,2.48,8.04,3.07,-1.84,3.22,False,False
AKR,2022-04-29 04:00:00,21.8309,2022-05-02 04:00:00,20.4298,2599,20.44,25.17,stop_hit,1,-3641.54,-1.007,5.51,4.18,4.81,5.0,0.0,2.69,True,False
AKR,2022-05-05 04:00:00,21.1906,2022-05-06 04:00:00,20.4298,4622,20.44,25.57,stop_hit,1,-3516.46,-1.013,5.1,2.71,6.68,5.49,2.27,4.25,False,False
AKR,2024-03-21 04:00:00,16.8634,2024-03-25 04:00:00,16.2819,5805,16.29,18.48,stop_hit,2,-3376.03,-1.014,6.4,5.86,3.65,3.28,0.54,4.45,False,False
AKR,2024-03-28 04:00:00,16.8884,2024-04-02 04:00:00,16.2819,5337,16.29,18.7,stop_hit,2,-3237.34,-1.014,6.63,5.62,5.69,3.41,0.54,5.0,False,False
AKR,2024-04-09 04:00:00,16.8834,2024-05-21 04:00:00,16.8616,4838,16.25,18.91,expired_unresolved,30,-105.82,-0.035,7.37,6.02,5.65,4.15,1.27,3.74,False,False
AKR,2024-06-10 04:00:00,16.8484,2024-07-17 04:00:00,19.93,5290,16.27,19.94,target_hit,25,16301.72,5.327,10.64,4.62,6.34,4.13,3.78,3.82,False,False
AKR,2025-01-17 05:00:00,23.1116,2025-03-04 05:00:00,22.7986,3196,21.95,27.67,expired_unresolved,30,-1000.2,-0.269,29.9,5.59,9.5,4.19,-8.66,4.99,False,False
AKR,2025-03-18 04:00:00,21.4457,2025-03-21 04:00:00,20.8796,6608,20.89,25.17,stop_hit,3,-3741.2,-1.019,20.44,-2.07,10.31,3.0,-7.25,4.83,False,False
AKR,2025-04-25 04:00:00,19.5148,2025-06-09 04:00:00,19.8001,3728,18.57,24.71,expired_unresolved,30,1063.76,0.302,10.53,-9.19,12.38,11.91,-15.05,5.0,False,False
HASI,2021-04-05 04:00:00,55.7929,2021-04-20 04:00:00,51.994,1060,52.02,68.05,stop_hit,10,-4026.83,-1.007,40.27,7.22,13.26,5.7,-7.15,5.0,False,False
HASI,2021-04-22 04:00:00,54.4372,2021-04-30 04:00:00,51.994,1588,52.02,61.63,stop_hit,6,-3879.83,-1.011,37.43,4.49,8.13,3.39,0.26,5.0,False,False
HASI,2021-05-21 04:00:00,49.945,2021-05-25 04:00:00,48.7056,3031,48.73,53.69,stop_hit,2,-3756.39,-1.02,31.27,-2.92,14.45,9.69,-6.87,4.74,False,False
HASI,2021-05-27 04:00:00,50.5252,2021-06-03 04:00:00,48.7056,1968,48.73,58.83,stop_hit,4,-3581.0,-1.013,29.35,-1.19,10.32,11.5,-5.33,5.0,False,False
HASI,2021-06-07 04:00:00,48.4542,2021-06-24 04:00:00,55.2923,853,44.48,55.32,target_hit,13,5832.92,1.721,26.29,-4.84,7.87,3.95,-10.41,1.74,True,False
HASI,2021-07-21 04:00:00,56.6283,2021-09-01 04:00:00,61.2194,798,52.09,68.81,expired_unresolved,30,3663.68,1.011,12.64,6.98,7.21,3.35,17.98,3.78,False,False
HASI,2021-09-09 04:00:00,57.7939,2021-09-20 04:00:00,54.4927,1151,54.52,63.27,stop_hit,7,-3799.62,-1.008,7.06,7.78,8.97,3.43,1.28,1.53,True,False
HASI,2021-09-23 04:00:00,56.6833,2021-09-29 04:00:00,54.4927,1672,54.52,69.18,stop_hit,4,-3662.66,-1.012,6.38,5.5,11.46,4.09,2.1,5.0,False,False
HASI,2021-10-13 04:00:00,56.5883,2021-11-05 04:00:00,64.4378,1530,54.32,64.47,target_hit,16,12009.71,3.459,5.71,3.5,8.61,5.4,-1.77,5.0,False,False
HASI,2021-12-08 05:00:00,58.9495,2021-12-15 05:00:00,54.2928,853,54.32,71.27,stop_hit,5,-3972.1,-1.005,10.04,3.83,12.18,4.73,2.12,3.43,False,False
HASI,2021-12-23 05:00:00,54.057,2022-01-05 05:00:00,52.1039,1968,52.13,61.98,stop_hit,8,-3843.66,-1.013,9.07,-3.68,13.25,5.39,-12.6,5.0,False,False
HASI,2024-12-02 05:00:00,31.2156,2024-12-03 05:00:00,30.4848,5085,30.5,35.86,stop_hit,1,-3716.37,-1.021,15.8,2.84,14.37,16.78,-8.96,5.0,False,False
HASI,2024-12-05 05:00:00,31.0755,2024-12-10 05:00:00,30.4848,6065,30.5,33.16,stop_hit,3,-3583.08,-1.026,14.98,1.33,13.56,13.77,-10.27,5.0,False,False
HASI,2024-12-12 05:00:00,30.3552,2024-12-17 05:00:00,28.3258,1661,28.34,35.2,stop_hit,3,-3370.73,-1.007,13.99,-0.37,11.7,8.6,-11.72,2.26,True,False
HASI,2025-01-06 05:00:00,28.009,2025-01-07 05:00:00,27.2064,4071,27.22,30.44,stop_hit,1,-3267.42,-1.017,10.61,-7.92,12.9,5.07,1.09,5.0,False,False
HASI,2025-01-10 05:00:00,27.2436,2025-01-13 05:00:00,27.2064,130504,27.22,29.54,stop_hit,1,-4858.01,-1.576,10.12,-8.19,5.22,4.5,0.55,5.0,False,False
HASI,2025-01-15 05:00:00,28.6243,2025-01-22 05:00:00,27.2064,2056,27.22,28.47,stop_hit,4,-2915.23,-1.01,9.23,-8.31,4.69,3.85,0.37,3.68,False,False
HASI,2025-01-27 05:00:00,27.9139,2025-03-11 04:00:00,28.5757,1749,26.33,32.28,expired_unresolved,30,1157.41,0.418,7.38,-8.35,6.22,3.21,-0.26,5.0,False,False
HASI,2026-06-15 04:00:00,38.7294,2026-07-29 04:00:00,37.6212,1145,36.27,48.33,expired_unresolved,30,-1268.86,-0.45,21.7,7.73,13.85,5.19,-7.13,5.0,False,False
HLF,2025-10-15 04:00:00,8.7944,2025-10-24 04:00:00,8.3858,9891,8.39,10.38,stop_hit,7,-4041.36,-1.01,5.55,1.24,8.08,3.26,-6.44,5.0,False,False
HLF,2025-11-03 05:00:00,8.064,2025-11-06 05:00:00,8.8456,16401,7.83,8.85,target_hit,3,12818.12,3.339,7.44,-6.81,12.5,3.09,-8.15,5.0,False,False
HLF,2026-06-12 04:00:00,12.4262,2026-06-17 04:00:00,11.5442,4965,11.55,15.38,stop_hit,3,-4379.06,-1.006,45.82,-7.66,11.36,7.92,-0.65,5.0,False,False
HLF,2026-06-22 04:00:00,11.961,2026-08-04 04:00:00,12.7986,10160,11.55,13.58,expired_unresolved,30,8510.22,2.038,41.07,-9.49,7.53,5.27,-3.1,5.0,False,False
MO,2021-07-02 04:00:00,47.8539,2021-08-16 04:00:00,48.3758,2100,45.95,57.14,expired_unresolved,30,1095.96,0.274,11.13,4.23,7.22,3.25,1.41,5.0,False,False
MO,2021-08-18 04:00:00,48.4542,2021-09-30 04:00:00,46.8066,2489,46.83,53.72,stop_hit,30,-4100.95,-1.014,11.77,4.76,3.25,3.23,2.3,3.0,False,False
MO,2021-10-13 04:00:00,47.3337,2021-10-28 04:00:00,46.1769,3422,46.2,51.91,stop_hit,10,-3958.42,-1.02,7.37,0.27,7.0,3.58,-2.68,5.0,False,False
MO,2022-05-17 04:00:00,54.112,2022-05-19 04:00:00,52.9835,3376,53.01,57.55,stop_hit,2,-3809.98,-1.024,7.0,7.2,9.26,4.21,3.86,5.0,False,False
MO,2022-05-25 04:00:00,53.1266,2022-06-08 04:00:00,50.5847,1418,50.61,64.35,stop_hit,9,-3604.35,-1.01,7.62,5.19,10.43,3.6,2.14,5.0,False,False
MO,2025-01-28 05:00:00,53.3567,2025-01-29 05:00:00,52.9835,9879,53.01,55.75,stop_hit,1,-3686.55,-1.076,13.81,6.26,5.03,5.3,-0.58,5.0,False,False
MO,2025-02-04 05:00:00,52.9264,2025-03-19 04:00:00,57.931,1159,50.1,61.22,expired_unresolved,30,5800.3,1.77,13.3,4.88,5.09,4.14,0.38,3.0,False,False
MO,2025-05-16 04:00:00,58.109,2025-07-01 04:00:00,58.1209,2029,56.38,66.27,expired_unresolved,30,24.11,0.007,12.15,7.66,7.91,3.05,-0.25,5.0,False,False
MO,2025-07-24 04:00:00,59.8299,2025-08-20 04:00:00,66.6467,1154,56.79,66.68,target_hit,19,7866.54,2.241,11.13,7.09,4.24,3.59,0.84,2.28,True,False
MO,2025-11-12 05:00:00,58.3592,2025-12-26 05:00:00,57.5512,2534,56.85,66.31,expired_unresolved,30,-2047.36,-0.535,11.7,-2.83,14.21,3.69,-11.19,5.0,False,False
MO,2026-01-12 05:00:00,57.5388,2026-01-14 05:00:00,61.0695,5066,56.8,61.1,target_hit,2,17886.5,4.778,6.86,-3.21,7.37,5.12,-1.29,5.0,False,False
MO,2026-01-30 05:00:00,60.105,2026-02-03 05:00:00,64.3678,1349,56.8,64.4,target_hit,2,5750.47,1.29,6.48,0.16,12.99,6.96,2.57,1.56,True,False
MO,2026-02-11 05:00:00,64.2071,2026-03-26 04:00:00,64.5777,3480,62.86,71.96,expired_unresolved,30,1289.71,0.275,6.06,7.27,8.72,7.71,10.16,5.0,False,False
MO,2026-05-11 04:00:00,68.7894,2026-06-24 04:00:00,72.019,920,63.64,81.14,expired_unresolved,30,2971.23,0.627,5.16,7.55,14.59,5.42,2.11,2.91,True,False
CELC,2021-10-18 04:00:00,18.3091,2021-11-18 05:00:00,16.3818,2084,16.39,26.71,stop_hit,17,-4016.59,-1.004,96.54,-2.88,11.04,8.51,1.57,5.0,False,False
CELC,2024-06-13 04:00:00,15.4377,2024-06-17 04:00:00,14.7626,5749,14.77,16.29,stop_hit,2,-3881.15,-1.011,37.45,1.35,11.95,5.89,-15.67,5.0,False,False
CELC,2024-06-20 04:00:00,15.1976,2024-07-11 04:00:00,17.6812,3692,14.2,17.69,target_hit,14,9169.3,2.489,35.57,-0.3,10.39,4.19,-1.2,5.0,False,False
CELC,2024-08-29 04:00:00,16.6733,2024-08-30 04:00:00,16.3018,11149,16.31,18.24,stop_hit,1,-4141.71,-1.022,25.81,5.96,14.49,10.5,1.59,5.0,False,False
CELC,2024-09-20 04:00:00,15.1025,2024-09-23 04:00:00,14.1329,4036,14.14,18.45,stop_hit,1,-3913.38,-1.007,18.38,-2.67,10.6,3.89,0.07,2.95,True,False
CELC,2024-09-26 04:00:00,14.3572,2024-10-08 04:00:00,15.5222,17168,14.14,15.53,target_hit,8,20001.75,5.364,16.46,-7.87,13.85,3.08,-5.58,5.0,False,False
CELC,2024-10-10 04:00:00,14.2671,2024-10-15 04:00:00,15.4323,38664,14.15,15.44,target_hit,3,45049.36,9.947,10.77,-7.27,9.17,3.23,-5.45,4.36,False,False
CELC,2024-10-17 04:00:00,15.7279,2024-11-14 05:00:00,14.1829,4116,14.19,21.07,stop_hit,20,-6359.03,-1.004,9.16,2.59,10.25,11.41,4.53,3.0,False,False
CELC,2026-06-24 04:00:00,90.8854,2026-07-24 04:00:00,83.3983,816,83.44,123.52,stop_hit,21,-6109.51,-1.005,87.72,-5.1,5.91,3.34,2.68,5.0,False,False
DAN,2021-07-06 04:00:00,23.4117,2021-07-07 04:00:00,22.5387,4641,22.55,26.8,stop_hit,1,-4051.48,-1.013,48.29,7.8,12.65,3.46,-8.58,2.53,True,False
DAN,2021-07-12 04:00:00,22.7714,2021-07-16 04:00:00,22.5387,17336,22.55,25.27,stop_hit,4,-4033.31,-1.051,46.4,4.3,10.11,4.71,-12.01,5.0,False,False
DAN,2021-07-21 04:00:00,23.4917,2021-07-27 04:00:00,22.5387,3904,22.55,26.62,stop_hit,4,-3720.57,-1.012,42.52,5.06,10.01,5.74,1.2,5.0,False,False
DAN,2021-07-29 04:00:00,23.4617,2021-08-19 04:00:00,22.5387,3869,22.55,25.93,stop_hit,15,-3571.09,-1.012,39.85,4.3,6.38,5.21,1.01,5.0,False,False
DAN,2021-08-25 04:00:00,23.2816,2021-09-07 04:00:00,22.5387,4626,22.55,26.77,stop_hit,8,-3436.7,-1.015,32.65,3.79,9.08,3.61,0.13,5.0,False,False
DAN,2021-09-14 04:00:00,22.2611,2021-09-15 04:00:00,21.989,12436,22.0,23.2,stop_hit,1,-3384.15,-1.042,25.61,-1.02,12.05,4.94,-3.85,5.0,False,False
DAN,2021-09-17 04:00:00,22.6513,2021-09-20 04:00:00,21.989,4778,22.0,25.6,stop_hit,1,-3164.56,-1.017,23.82,0.77,11.84,6.83,-2.12,5.0,False,False
DAN,2021-09-23 04:00:00,22.3011,2021-09-24 04:00:00,23.1284,3350,21.41,23.14,target_hit,1,2771.4,0.928,21.87,-3.07,9.95,3.83,-6.06,5.0,False,False
DAN,2021-09-29 04:00:00,23.6118,2021-09-30 04:00:00,22.5387,2916,22.55,28.27,stop_hit,1,-3129.09,-1.011,20.76,4.78,13.83,12.44,1.73,5.0,False,False
DAN,2021-10-04 04:00:00,23.962,2021-10-06 04:00:00,22.5387,2104,22.55,29.89,stop_hit,2,-2994.52,-1.008,19.73,5.89,13.67,13.73,2.9,5.0,False,False
DAN,2021-10-14 04:00:00,24.4622,2021-10-26 04:00:00,23.6682,3645,23.68,27.39,stop_hit,7,-2894.37,-1.015,17.18,7.68,9.36,9.24,4.92,5.0,False,False
DAN,2021-11-02 04:00:00,22.4712,2021-11-26 05:00:00,22.2988,16967,22.31,25.74,stop_hit,17,-2924.86,-1.069,12.93,0.8,14.12,3.3,-1.34,5.0,False,False
DAN,2021-12-03 05:00:00,22.8314,2021-12-10 05:00:00,22.2988,5022,22.31,24.78,stop_hit,5,-2674.54,-1.021,6.68,-0.39,12.98,5.72,-4.09,5.0,False,False
COLM,2021-06-14 04:00:00,103.6668,2021-06-15 04:00:00,102.3288,3108,102.38,107.56,stop_hit,1,-4158.5,-1.04,15.55,6.28,4.23,3.27,-3.81,5.0,False,False
COLM,2021-06-28 04:00:00,100.8604,2021-06-29 04:00:00,100.4897,11965,100.54,105.17,stop_hit,1,-4435.13,-1.157,15.57,3.97,4.94,3.15,0.37,4.96,False,False
COLM,2021-07-06 04:00:00,101.8209,2021-07-07 04:00:00,100.1199,2214,100.17,107.27,stop_hit,1,-3765.95,-1.03,15.42,3.9,3.61,3.18,1.5,5.0,False,False
COLM,2021-07-13 04:00:00,100.8604,2021-07-15 04:00:00,100.1199,5077,100.17,112.31,stop_hit,2,-3759.47,-1.072,15.43,4.58,3.8,3.95,0.64,5.0,False,False
COLM,2021-07-21 04:00:00,100.5102,2021-09-01 04:00:00,103.898,635,95.23,115.29,expired_unresolved,30,2151.25,0.641,14.91,2.5,5.84,4.05,-0.33,3.0,False,False
COLM,2021-09-03 04:00:00,103.3066,2021-09-08 04:00:00,99.3903,889,99.44,114.04,stop_hit,2,-3481.63,-1.012,11.27,4.06,4.3,3.36,2.45,3.26,False,False
COLM,2021-09-28 04:00:00,100.3101,2021-09-30 04:00:00,99.3303,3550,99.38,108.98,stop_hit,2,-3478.36,-1.053,8.59,1.87,5.91,3.36,-0.51,5.0,False,False
COLM,2021-10-08 04:00:00,96.8084,2021-11-19 05:00:00,103.1884,888,93.25,115.69,expired_unresolved,30,5665.44,1.791,7.04,-2.0,7.46,3.47,-5.47,5.0,False,False
COLM,2023-04-04 04:00:00,91.2356,2023-04-28 04:00:00,84.9175,540,84.96,111.44,stop_hit,17,-3411.76,-1.007,5.02,7.7,7.11,7.65,0.28,3.0,False,False
CWEN,2021-03-15 04:00:00,28.5142,2021-03-17 04:00:00,27.6262,4575,27.64,33.15,stop_hit,2,-4062.92,-1.016,18.23,-0.6,8.51,5.15,-10.69,5.0,False,False
CWEN,2021-03-26 04:00:00,27.0485,2021-05-10 04:00:00,26.087,4045,26.1,31.33,stop_hit,29,-3889.54,-1.014,17.37,-5.62,10.68,3.99,-15.22,5.0,False,False
CWEN,2021-05-21 04:00:00,26.6433,2021-07-06 04:00:00,26.4068,5090,25.92,28.47,expired_unresolved,30,-1203.91,-0.327,9.61,-6.89,13.74,5.04,-7.27,5.0,False,False
CWEN,2022-02-01 05:00:00,33.7269,2022-02-02 05:00:00,33.2534,7953,33.27,35.66,stop_hit,1,-3765.67,-1.036,16.19,4.18,4.28,4.47,-10.43,5.0,False,False
CWEN,2022-02-10 05:00:00,32.9014,2022-02-22 05:00:00,31.7941,3191,31.81,39.11,stop_hit,7,-3533.55,-1.014,15.64,3.12,4.47,3.65,1.08,3.73,False,False
CWEN,2022-02-28 05:00:00,33.6968,2022-04-12 04:00:00,34.2828,1601,31.61,38.59,expired_unresolved,30,938.2,0.281,14.4,1.84,4.96,3.88,-0.42,4.21,False,False
CWEN,2022-04-21 04:00:00,35.0075,2022-04-22 04:00:00,34.4828,6658,34.5,37.76,stop_hit,1,-3493.75,-1.034,13.64,5.23,8.73,4.25,-2.96,5.0,False,False
CWEN,2022-05-12 04:00:00,31.6758,2022-05-18 04:00:00,33.4033,3319,30.7,33.42,target_hit,4,5733.44,1.77,10.19,-5.82,10.63,3.51,-2.07,5.0,False,False
CWEN,2022-05-20 04:00:00,32.8664,2022-07-06 04:00:00,35.3073,1504,30.56,40.79,expired_unresolved,30,3671.13,1.058,8.47,-0.8,9.23,8.86,2.99,3.64,False,False
CWEN,2022-11-23 05:00:00,35.9079,2022-11-28 05:00:00,35.4623,8449,35.48,38.92,stop_hit,2,-3765.59,-1.041,5.09,3.91,3.16,3.27,3.55,5.0,False,False
CWEN,2024-10-31 04:00:00,27.6438,2024-11-06 05:00:00,25.977,2095,25.99,36.46,stop_hit,4,-3491.97,-1.008,8.76,3.93,8.75,7.95,-4.06,4.86,False,False
CWEN,2024-11-08 05:00:00,27.7939,2024-12-18 05:00:00,25.977,1843,25.99,34.87,stop_hit,27,-3348.52,-1.007,8.97,3.27,11.08,7.54,-1.0,4.28,False,False
CWEN,2025-01-17 05:00:00,26.5383,2025-01-21 05:00:00,25.8471,4705,25.86,29.7,stop_hit,1,-3252.06,-1.019,6.79,-1.43,7.0,6.73,1.34,5.0,False,False
CWEN,2025-01-27 05:00:00,26.2581,2025-03-11 04:00:00,28.7856,1255,23.82,30.68,expired_unresolved,30,3171.98,1.036,6.45,-3.65,7.39,4.79,-1.19,2.4,True,False
CWEN,2025-08-20 04:00:00,30.4152,2025-09-02 04:00:00,29.0455,2352,29.06,36.74,stop_hit,8,-3221.6,-1.01,10.04,3.26,11.35,3.74,-5.39,5.0,False,False
CWEN,2025-10-02 04:00:00,29.7148,2025-11-13 05:00:00,35.5572,1518,27.7,36.42,expired_unresolved,30,8868.71,2.899,7.33,2.2,6.68,7.15,5.25,3.0,False,False
CWEN,2025-12-23 05:00:00,33.6568,2026-01-07 05:00:00,31.934,2000,31.95,41.13,stop_hit,9,-3445.59,-1.009,9.45,7.74,7.97,3.41,5.48,5.0,False,False
CWEN,2026-01-14 05:00:00,33.1416,2026-02-06 05:00:00,38.001,2479,31.82,38.02,target_hit,16,12046.52,3.677,8.52,5.73,5.95,3.63,1.22,3.73,False,False
CWEN,2026-05-21 04:00:00,37.2986,2026-05-22 04:00:00,38.4708,12176,36.99,38.49,target_hit,1,14271.67,3.797,17.58,5.01,11.6,3.61,-2.43,3.33,False,False
CWEN,2026-06-09 04:00:00,38.8294,2026-06-10 04:00:00,37.891,4708,37.91,44.03,stop_hit,1,-4417.8,-1.02,16.91,7.94,13.49,8.02,-2.21,5.0,False,False
CWEN,2026-06-16 04:00:00,38.5793,2026-06-17 04:00:00,37.3213,3350,37.34,44.93,stop_hit,1,-4214.13,-1.015,16.81,6.74,10.13,3.26,-0.08,5.0,False,False
CWEN,2026-07-15 04:00:00,34.9675,2026-07-28 04:00:00,31.4043,1122,31.42,43.68,stop_hit,9,-3997.89,-1.004,14.88,-4.17,11.87,5.16,-10.03,3.03,False,False
CWEN,2026-07-31 04:00:00,31.966,2026-08-03 04:00:00,31.4243,7270,31.44,33.17,stop_hit,1,-3938.12,-1.03,12.09,-10.87,11.6,3.09,-16.46,5.0,False,False
POR,2021-07-16 04:00:00,47.8839,2021-08-27 04:00:00,50.7646,2347,46.18,53.9,expired_unresolved,30,6760.94,1.69,10.57,4.18,4.63,3.86,-4.84,5.0,False,False
POR,2021-10-05 04:00:00,48.4942,2021-11-17 05:00:00,49.4253,1845,46.18,55.81,expired_unresolved,30,1717.77,0.402,11.17,2.42,6.77,3.13,-3.7,3.22,False,False
POR,2022-02-28 05:00:00,50.3302,2022-04-12 04:00:00,55.1724,2027,48.19,60.87,expired_unresolved,30,9815.24,2.262,6.43,2.33,7.15,3.91,-3.44,3.89,False,False
POR,2022-05-18 04:00:00,47.954,2022-06-14 04:00:00,46.077,2552,46.1,56.27,stop_hit,18,-4790.14,-1.012,6.06,-5.55,11.05,3.16,-12.35,5.0,False,False
POR,2024-10-15 04:00:00,47.8189,2024-11-01 04:00:00,47.0964,6496,47.12,49.71,stop_hit,13,-4693.08,-1.034,5.39,5.44,4.48,3.49,-0.28,5.0,False,False
POR,2024-11-22 05:00:00,47.8039,2024-12-02 05:00:00,47.0265,5773,47.05,49.76,stop_hit,5,-4488.02,-1.031,6.09,4.25,3.65,3.79,0.0,3.86,False,False
POR,2026-01-13 05:00:00,48.8194,2026-02-13 05:00:00,53.993,2268,46.98,54.02,target_hit,22,11733.71,2.812,5.09,7.99,3.34,3.16,1.92,2.79,True,False
POR,2026-05-01 04:00:00,50.7454,2026-05-04 04:00:00,50.1649,8359,50.19,60.54,stop_hit,1,-4852.02,-1.045,13.49,6.37,6.55,3.15,1.91,5.0,False,False
POR,2026-05-20 04:00:00,49.4047,2026-07-06 04:00:00,51.959,2036,47.22,59.54,expired_unresolved,30,5200.59,1.169,11.81,1.01,9.51,4.33,-7.52,5.0,False,False
POR,2026-07-09 04:00:00,52.056,2026-07-29 04:00:00,50.1749,2508,50.2,60.12,stop_hit,14,-4717.84,-1.013,9.55,5.91,5.59,4.98,3.44,3.82,False,False
LXU,2022-07-28 04:00:00,13.7169,2022-09-09 04:00:00,16.2519,1863,11.57,19.28,expired_unresolved,30,4722.73,1.181,92.37,-10.67,10.27,10.21,5.39,4.8,False,False
LXU,2022-09-21 04:00:00,15.7179,2022-09-23 04:00:00,12.9335,1507,12.94,21.77,stop_hit,2,-4195.98,-1.002,47.74,7.05,13.75,3.3,16.42,2.23,True,False
LXU,2025-12-08 05:00:00,8.8744,2026-01-22 05:00:00,9.7451,4126,7.9,10.65,expired_unresolved,30,3592.47,0.893,9.21,7.04,14.16,4.44,-2.27,1.97,True,False
LXU,2026-06-15 04:00:00,11.8059,2026-06-18 04:00:00,11.5742,18436,11.58,15.41,stop_hit,3,-4271.44,-1.026,38.5,6.82,13.54,4.49,-15.78,5.0,False,False
LXU,2026-07-08 04:00:00,11.2706,2026-08-04 04:00:00,9.6652,2495,9.67,13.56,stop_hit,19,-4005.64,-1.003,36.94,-3.49,11.2,3.24,-23.61,1.96,True,False
