as_of_date,ticker,entry_price,predicted_price,predicted_return_pct,confidence,rf_confidence,gb_confidence,rf_r2,gb_r2,agreement_pct,actual_price,actual_return_pct,direction_correct
2025-02-03,FSK,23.22,22.8,-1.81,0.0,0.0,0.0,0.0,0.0,1.4,23.11,-0.47,True
2025-02-18,FSK,23.94,23.45,-2.05,0.0,0.0,0.0,0.0,0.0,1.4,23.4,-2.26,True
2025-03-04,FSK,22.79,22.81,0.09,0.0,0.0,0.0,0.0,0.0,0.0,21.73,-4.65,False
2025-03-18,FSK,21.26,21.34,0.38,0.0,0.0,0.0,0.0,0.0,0.6,21.26,0.0,False
2025-04-01,FSK,21.385,21.43,0.21,0.0,0.0,0.0,0.0,0.0,0.6,17.96,-16.02,False
2025-04-15,FSK,19.225,19.52,1.53,0.0,0.0,0.0,0.0,0.0,1.0,19.71,2.52,True
2025-04-30,FSK,19.9,20.13,1.16,0.0,0.0,0.0,0.0,0.0,0.5,19.44,-2.31,False
2025-05-14,FSK,20.88,20.84,-0.19,0.0,0.0,0.0,0.0,0.0,0.5,20.86,-0.1,True
2025-05-29,FSK,21.33,21.2,-0.61,0.0,0.0,0.0,0.0,0.0,0.1,21.04,-1.36,True
2025-06-12,FSK,21.39,21.34,-0.23,0.0,0.0,0.0,0.0,0.0,0.1,20.625,-3.58,True
2025-06-27,FSK,20.64,20.7,0.29,0.0,0.0,0.0,0.0,0.0,0.2,21.16,2.52,True
2025-07-14,FSK,21.82,21.88,0.27,1.4,0.5,2.2,0.0,0.00024012384435256884,0.2,22.045,1.03,True
2025-07-28,FSK,21.825,21.89,0.3,7.7,8.1,7.3,0.027965188135996466,0.043181370378087114,0.7,20.08,-8.0,False
2025-08-11,FSK,17.54,17.7,0.91,1.8,3.5,0.0,0.0,0.0,0.3,17.41,-0.74,False
2025-08-25,FSK,17.88,17.98,0.56,0.7,1.3,0.0,0.0,0.0,0.5,18.08,1.12,True
2025-09-09,FSK,17.855,17.97,0.64,0.1,0.3,0.0,0.0,0.0,0.8,16.92,-5.24,False
2025-09-23,FSK,15.14,15.39,1.65,0.2,0.5,0.0,0.0,0.0,0.6,14.93,-1.39,False
2025-10-07,FSK,14.5,14.71,1.45,0.0,0.0,0.0,0.0,0.0,0.2,15.115,4.24,True
2025-10-21,FSK,15.12,15.3,1.19,0.0,0.0,0.0,0.0,0.0,0.1,15.35,1.52,True
2025-11-04,FSK,14.92,15.23,2.08,0.1,0.1,0.0,0.0,0.0,1.1,15.49,3.82,True
2025-11-18,FSK,15.32,15.44,0.78,0.1,0.1,0.0,0.0,0.0,0.7,15.96,4.18,True
2025-12-03,FSK,15.45,15.54,0.58,0.0,0.0,0.0,0.0,0.0,0.2,15.75,1.94,True
2025-12-17,FSK,15.01,15.13,0.8,0.0,0.0,0.0,0.0,0.0,0.7,14.52,-3.26,False
2026-01-02,FSK,14.92,14.81,-0.74,0.0,0.0,0.0,0.0,0.0,1.2,14.58,-2.28,True
2026-01-16,FSK,14.505,14.46,-0.31,0.0,0.0,0.0,0.0,0.0,0.6,14.325,-1.24,True
2026-02-02,FSK,13.54,13.52,-0.15,0.7,0.5,0.9,0.0,0.0,0.4,13.3,-1.77,True
2026-02-17,FSK,13.24,13.46,1.66,0.5,0.0,1.0,0.0,0.0,1.5,13.12,-0.91,False
2026-03-03,FSK,10.96,10.89,-0.64,0.0,0.0,0.0,0.0,0.0,0.9,10.55,-3.74,True
2026-03-17,FSK,10.26,10.38,1.17,0.2,0.0,0.5,0.0,0.0,0.8,10.04,-2.14,False
2026-03-31,FSK,10.18,10.04,-1.38,0.0,0.0,0.0,0.0,0.0,1.5,10.24,0.59,False
2026-04-15,FSK,11.12,10.94,-1.62,0.0,0.0,0.0,0.0,0.0,1.3,11.02,-0.9,True
2026-04-29,FSK,10.68,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.42,6.93,False
2026-05-13,FSK,10.74,10.61,-1.21,0.0,0.0,0.0,0.0,0.0,1.4,10.98,2.23,False
2026-05-28,FSK,10.81,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.97,1.48,False
2026-06-11,FSK,10.82,10.88,0.55,0.0,0.0,0.0,0.0,0.0,0.3,10.27,-5.08,False
2026-06-26,FSK,10.41,10.37,-0.38,0.0,0.0,0.0,0.0,0.0,1.4,10.33,-0.77,True
2024-09-09,GAP,19.75,20.53,3.95,0.3,0.0,0.6,0.0,0.0,1.3,20.405,3.32,True
2024-09-23,GAP,20.27,22.0,8.53,0.0,0.0,0.0,0.0,0.0,6.7,22.07,8.88,True
2024-10-07,GAP,20.61,21.47,4.17,0.6,0.6,0.6,0.0,0.0,4.6,21.78,5.68,True
2024-10-21,GAP,22.5,24.27,7.87,1.1,0.8,1.4,0.0,0.0,2.8,21.73,-3.42,False
2024-11-04,GAP,21.63,23.16,7.07,0.0,0.0,0.0,0.0,0.0,5.0,22.37,3.42,True
2024-11-18,GAP,21.4,22.33,4.35,0.0,0.0,0.0,0.0,0.0,1.7,24.86,16.17,True
2024-12-03,GAP,25.79,26.69,3.49,1.6,1.4,1.8,0.0,0.0,0.7,25.345,-1.73,False
2024-12-17,GAP,24.9,24.61,-1.16,0.2,0.0,0.5,0.0,0.0,0.6,24.055,-3.39,True
2025-01-02,GAP,23.62,24.2,2.46,0.5,0.9,0.0,0.03328532056986577,0.0,3.1,24.15,2.24,True
2025-01-17,GAP,23.47,24.07,2.56,1.5,2.3,0.7,0.0,0.0,2.6,24.22,3.2,True
2025-02-03,GAP,23.1,23.46,1.56,1.1,0.8,1.3,0.0047012389877701954,0.0,2.6,22.6,-2.16,False
2025-02-18,GAP,23.54,24.15,2.59,1.7,3.4,0.0,0.040088476954802665,0.0,1.0,22.48,-4.5,False
2025-03-04,GAP,20.08,21.18,5.48,0.3,0.0,0.6,0.0,0.0,0.3,21.6,7.57,True
2025-03-18,GAP,19.31,20.32,5.23,0.5,0.2,0.8,0.0,0.0,1.2,21.575,11.73,True
2025-04-01,GAP,21.22,21.61,1.84,0.3,0.0,0.6,0.0,0.0,1.8,17.665,-16.75,False
2025-04-15,GAP,18.71,19.27,2.99,0.4,0.0,0.8,0.0,0.0,0.5,19.94,6.57,True
2025-04-30,GAP,21.92,21.7,-1.0,0.9,0.4,1.5,0.0,0.0,4.0,23.26,6.11,False
2025-05-14,GAP,26.22,27.0,2.97,0.8,0.7,0.9,0.0,0.0,3.5,27.51,4.92,True
2025-05-29,GAP,27.94,28.5,2.0,1.3,2.3,0.4,0.0,0.0,3.0,21.58,-22.76,False
2025-06-12,GAP,21.6,22.69,5.05,0.8,0.9,0.7,0.0,0.0,2.2,21.34,-1.2,False
2025-06-27,GAP,21.89,22.67,3.56,1.4,1.2,1.7,0.0,0.0,2.4,22.67,3.56,True
2025-07-14,GAP,21.44,23.09,7.7,2.9,3.4,2.4,0.0,0.0,3.6,20.61,-3.87,False
2025-07-28,GAP,20.39,21.8,6.92,2.8,3.4,2.1,0.0,0.0,3.2,19.52,-4.27,False
2025-08-11,GAP,19.71,21.23,7.71,2.8,2.5,3.1,0.0,0.0,3.3,20.92,6.14,True
2025-08-25,GAP,21.51,22.14,2.93,3.3,4.5,2.1,0.0,0.0,3.8,22.62,5.16,True
2025-09-09,GAP,24.07,24.25,0.75,2.5,2.8,2.1,0.0,0.0,1.9,22.63,-5.98,False
2025-09-23,GAP,22.86,22.05,-3.54,2.4,2.6,2.1,0.0,0.0,2.4,21.4,-6.39,True
2025-10-07,GAP,21.055,21.67,2.92,2.5,3.2,1.9,0.0,0.0,0.6,20.62,-2.07,False
2025-10-21,GAP,22.18,21.48,-3.16,1.4,1.2,1.7,0.0,0.0,2.8,24.375,9.9,False
2025-11-04,GAP,22.42,21.55,-3.88,0.8,0.8,0.8,0.0,0.0,2.5,24.03,7.18,False
2025-11-18,GAP,23.85,23.09,-3.19,0.7,0.7,0.7,0.0,0.0,0.9,26.61,11.57,False
2025-12-03,GAP,26.85,26.45,-1.49,0.2,0.3,0.1,0.0,0.0,1.2,26.7,-0.56,True
2025-12-17,GAP,27.2,26.88,-1.18,0.0,0.0,0.0,0.0,0.0,0.5,26.54,-2.43,True
2026-01-02,GAP,25.18,25.09,-0.36,0.0,0.0,0.0,0.0,0.0,2.2,28.33,12.51,False
2026-01-16,GAP,26.74,25.77,-3.63,0.0,0.0,0.0,0.0,0.0,2.1,26.67,-0.26,True
2026-02-02,GAP,28.66,28.62,-0.14,0.0,0.0,0.0,0.0,0.0,0.3,27.67,-3.45,True
2026-02-17,GAP,27.61,26.99,-2.25,0.0,0.0,0.0,0.0,0.0,0.6,27.255,-1.29,True
2026-03-03,GAP,27.27,27.36,0.33,0.0,0.0,0.0,0.0,0.0,1.1,23.13,-15.18,False
2026-03-17,GAP,23.85,24.48,2.64,0.0,0.0,0.0,0.0,0.0,0.8,25.5,6.92,True
2026-03-31,GAP,24.22,24.45,0.95,0.0,0.0,0.0,0.0,0.0,1.5,25.455,5.1,True
2026-04-15,GAP,25.81,25.09,-2.79,0.4,0.3,0.5,0.0,0.0,0.3,25.905,0.37,False
2026-04-29,GAP,24.25,24.49,0.99,0.6,1.1,0.0,0.0,0.0,1.3,24.55,1.24,True
2026-05-13,GAP,21.01,21.74,3.47,0.0,0.0,0.0,0.0,0.0,0.4,22.3,6.14,True
2026-05-28,GAP,25.005,25.19,0.74,2.6,3.8,1.5,0.0045912692862172255,0.0,2.3,21.555,-13.8,False
2026-06-11,GAP,21.845,22.23,1.76,3.2,3.8,2.7,0.007740935526332371,0.0,0.2,21.13,-3.27,False
2026-06-26,GAP,20.2,21.02,4.06,2.7,2.0,3.4,0.0,0.0,2.1,19.37,-4.11,False
2024-09-09,HBNC,15.53,15.16,-2.38,0.0,0.0,0.0,0.0,0.0,1.3,16.07,3.48,False
2024-09-23,HBNC,15.76,15.03,-4.63,0.0,0.0,0.0,0.0,0.0,5.0,15.52,-1.52,True
2024-10-07,HBNC,14.76,14.72,-0.27,0.3,0.0,0.6,0.0,0.0,0.3,15.38,4.2,False
2024-10-21,HBNC,14.94,15.58,4.28,0.9,0.0,1.9,0.0,0.0,1.2,16.28,8.97,True
2024-11-04,HBNC,15.98,16.29,1.94,7.0,4.9,9.0,0.021226022477784934,0.0016817658323321494,0.2,18.74,17.27,True
2024-11-18,HBNC,18.18,19.19,5.56,12.5,12.2,12.8,0.11453434212038383,0.028521802929472928,5.0,18.55,2.04,True
2024-12-03,HBNC,17.98,18.18,1.11,5.3,8.5,2.2,0.09292046800691067,0.0,0.1,17.775,-1.14,False
2024-12-17,HBNC,17.32,17.61,1.67,2.6,3.6,1.7,0.10149804220753145,0.0,0.2,16.33,-5.72,False
2025-01-02,HBNC,15.85,16.27,2.65,0.0,0.0,0.0,0.0,0.0,1.8,14.98,-5.49,False
2025-01-17,HBNC,15.82,15.67,-0.95,0.0,0.0,0.0,0.0,0.0,0.9,17.14,8.34,False
2025-02-03,HBNC,16.54,17.33,4.78,0.0,0.0,0.0,0.0,0.0,3.8,17.4,5.2,True
2025-02-18,HBNC,17.29,17.92,3.64,0.0,0.0,0.0,0.0,0.0,1.6,16.675,-3.56,False
2025-03-04,HBNC,16.41,16.61,1.22,0.0,0.0,0.0,0.0,0.0,1.1,15.11,-7.92,False
2025-03-18,HBNC,15.68,15.57,-0.7,0.0,0.0,0.0,0.0,0.0,0.1,15.42,-1.66,True
2025-04-01,HBNC,15.115,15.48,2.41,0.0,0.0,0.0,0.0,0.0,0.9,13.24,-12.4,False
2025-04-15,HBNC,13.28,13.51,1.73,0.0,0.0,0.0,0.0,0.0,0.6,14.14,6.48,True
2025-04-30,HBNC,14.68,15.24,3.81,0.1,0.0,0.2,0.0,0.0,1.3,14.91,1.57,True
2025-05-14,HBNC,15.76,16.04,1.78,1.6,1.1,2.0,0.0,0.0,0.7,15.1,-4.19,False
2025-05-29,HBNC,14.875,15.05,1.18,0.4,0.0,0.8,0.0,0.0,0.5,14.52,-2.39,False
2025-06-12,HBNC,15.13,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3,14.59,-3.57,True
2025-06-27,HBNC,15.47,15.45,-0.13,0.8,0.0,1.6,0.0,0.0,0.1,16.07,3.88,False
2025-07-14,HBNC,15.85,16.04,1.2,0.2,0.0,0.4,0.0,0.0,2.2,15.86,0.06,True
2025-07-28,HBNC,15.965,15.84,-0.78,1.3,0.0,2.6,0.0,0.0,0.4,15.2,-4.79,True
2025-08-11,HBNC,15.29,15.2,-0.59,1.1,0.6,1.6,0.0,0.0,0.1,16.025,4.81,False
2025-08-25,HBNC,15.655,15.64,-0.1,0.5,0.6,0.4,0.0,0.0,1.3,16.725,6.83,False
2025-09-09,HBNC,16.42,16.5,0.49,0.7,0.9,0.5,0.0,0.0,1.5,16.115,-1.86,False
2025-09-23,HBNC,16.235,16.26,0.15,0.1,0.0,0.2,0.0,0.0,2.0,16.03,-1.26,False
2025-10-07,HBNC,16.17,15.98,-1.18,0.0,0.0,0.0,0.0,0.0,0.2,15.945,-1.39,True
2025-10-21,HBNC,15.73,15.68,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,16.205,3.02,False
2025-11-04,HBNC,15.62,15.6,-0.13,0.0,0.0,0.0,0.0,0.0,0.6,16.205,3.75,False
2025-11-18,HBNC,15.61,15.72,0.7,0.0,0.0,0.0,0.0,0.0,1.7,17.055,9.26,True
2025-12-03,HBNC,17.45,18.13,3.9,0.1,0.3,0.0,0.0,0.0,1.7,18.16,4.07,True
2025-12-17,HBNC,18.12,18.67,3.04,1.5,2.3,0.7,0.0,0.0,1.0,17.605,-2.84,False
2026-01-02,HBNC,16.54,16.9,2.18,1.3,1.5,1.1,0.0,0.0,0.7,17.05,3.08,True
2026-01-16,HBNC,17.51,17.45,-0.34,1.1,2.0,0.3,0.0,0.0,1.1,17.36,-0.86,True
2026-02-02,HBNC,17.94,18.13,1.06,0.9,1.4,0.5,0.0,0.0,0.3,18.68,4.12,True
2026-02-17,HBNC,18.11,18.21,0.55,1.9,3.1,0.6,0.0,0.0,1.3,17.185,-5.11,False
2026-03-03,HBNC,16.93,17.3,2.19,1.5,2.5,0.5,0.0,0.0,0.6,16.165,-4.52,False
2026-03-17,HBNC,15.88,16.48,3.78,0.8,1.2,0.4,0.0,0.0,1.8,16.245,2.3,True
2026-03-31,HBNC,16.58,16.59,0.06,0.8,0.5,1.0,0.0,0.0,0.5,17.34,4.58,True
2026-04-15,HBNC,17.74,17.95,1.18,0.2,0.0,0.5,0.0,0.0,0.7,17.56,-1.01,False
2026-04-29,HBNC,17.9,17.8,-0.56,0.0,0.0,0.0,0.0,0.0,0.3,18.615,3.99,False
2026-05-13,HBNC,17.75,17.85,0.56,0.0,0.0,0.0,0.0,0.0,0.3,18.335,3.3,True
2026-05-28,HBNC,18.47,18.62,0.81,0.0,0.0,0.0,0.0,0.0,0.9,18.71,1.3,True
2026-06-11,HBNC,19.53,19.66,0.67,0.0,0.0,0.0,0.0,0.0,0.2,19.36,-0.87,False
2026-06-26,HBNC,20.27,20.38,0.54,0.0,0.0,0.0,0.0,0.0,1.3,19.93,-1.68,False
2024-09-09,HE,10.94,10.96,0.18,1.1,2.2,0.0,0.0,0.0,2.3,12.24,11.88,True
2024-09-23,HE,10.89,10.95,0.55,0.0,0.0,0.0,0.0,0.0,0.4,9.67,-11.2,False
2024-10-07,HE,9.715,9.78,0.67,0.0,0.0,0.0,0.0,0.0,0.9,10.11,4.07,True
2024-10-21,HE,9.9,9.94,0.4,0.0,0.0,0.0,0.0,0.0,0.4,10.06,1.62,True
2024-11-04,HE,10.395,10.23,-1.59,0.0,0.0,0.0,0.0,0.0,0.4,9.97,-4.09,True
2024-11-18,HE,10.63,10.27,-3.39,1.7,2.1,1.3,0.0,0.0,1.9,10.98,3.29,False
2024-12-03,HE,10.19,10.18,-0.1,1.1,2.0,0.3,0.0,0.0,0.3,10.44,2.45,False
2024-12-17,HE,10.18,10.14,-0.39,0.9,1.1,0.7,0.0,0.0,1.6,9.865,-3.09,True
2025-01-02,HE,9.455,9.28,-1.85,3.1,4.9,1.2,0.00911176811233294,0.0,1.1,8.18,-13.48,True
2025-01-17,HE,9.14,8.89,-2.74,16.2,20.8,11.6,0.25754259197262164,0.1836706643393704,0.9,8.99,-1.64,True
2025-02-03,HE,9.33,9.04,-3.11,13.3,11.7,14.9,0.25547277826009407,0.24964869880129603,2.3,10.08,8.04,False
2025-02-18,HE,10.68,10.69,0.09,4.4,5.2,3.6,0.09019226372788902,0.0,7.1,10.83,1.4,True
2025-03-04,HE,10.47,10.24,-2.2,2.9,4.4,1.3,0.051404339934016274,0.0,0.0,11.18,6.78,False
2025-03-18,HE,11.0,10.38,-5.64,2.5,3.9,1.2,0.029277265572960287,0.0,2.0,10.83,-1.55,True
2025-04-01,HE,10.96,10.05,-8.3,1.1,1.0,1.2,0.0,0.0,6.1,9.36,-14.6,True
2025-04-15,HE,10.38,9.94,-4.24,3.4,5.6,1.2,0.05163761862206295,0.0,6.7,10.3,-0.77,True
2025-04-30,HE,10.5,9.8,-6.67,1.2,2.1,0.4,0.0,0.0,4.9,10.39,-1.05,True
2025-05-14,HE,10.33,10.23,-0.97,0.0,0.0,0.0,0.0,0.0,1.4,10.59,2.52,False
2025-05-29,HE,10.88,10.69,-1.75,0.0,0.0,0.0,0.0,0.0,1.1,10.48,-3.68,True
2025-06-12,HE,10.67,10.47,-1.87,0.0,0.0,0.0,0.0,0.0,0.5,10.39,-2.62,True
2025-06-27,HE,10.66,10.54,-1.13,0.1,0.0,0.3,0.0,0.0,0.2,10.75,0.84,False
2025-07-14,HE,10.63,10.47,-1.51,0.1,0.0,0.2,0.0,0.0,0.6,10.885,2.4,False
2025-07-28,HE,10.71,10.63,-0.75,0.0,0.0,0.0,0.0,0.0,0.2,10.93,2.05,False
2025-08-11,HE,11.17,11.25,0.72,0.0,0.0,0.0,0.0,0.0,1.9,11.45,2.51,True
2025-08-25,HE,12.26,11.95,-2.53,0.0,0.0,0.0,0.0,0.0,4.8,12.27,0.08,False
2025-09-09,HE,11.86,11.68,-1.52,0.0,0.0,0.0,0.0,0.0,0.1,12.1,2.02,False
2025-09-23,HE,11.49,11.16,-2.87,0.0,0.0,0.0,0.0,0.0,2.2,11.04,-3.92,True
2025-10-07,HE,11.32,11.12,-1.77,0.1,0.0,0.2,0.0,0.0,0.3,11.24,-0.71,True
2025-10-21,HE,11.835,11.68,-1.31,0.0,0.0,0.0,0.0,0.0,0.3,11.96,1.06,False
2025-11-04,HE,11.63,11.56,-0.6,0.0,0.0,0.0,0.0,0.0,0.3,11.495,-1.16,True
2025-11-18,HE,11.41,11.32,-0.79,0.0,0.0,0.0,0.0,0.0,0.1,11.74,2.89,False
2025-12-03,HE,11.18,11.15,-0.27,0.0,0.0,0.0,0.0,0.0,0.6,12.01,7.42,False
2025-12-17,HE,11.99,11.98,-0.08,0.1,0.0,0.1,0.0,0.0,0.4,11.91,-0.67,True
2026-01-02,HE,12.63,12.3,-2.61,0.1,0.0,0.3,0.0,0.0,0.5,14.76,16.86,False
2026-01-16,HE,14.45,13.8,-4.5,0.0,0.0,0.0,0.0,0.0,2.4,15.02,3.94,False
2026-02-02,HE,15.2,14.13,-7.04,0.0,0.0,0.0,0.0,0.0,4.2,16.79,10.46,False
2026-02-17,HE,16.45,15.39,-6.44,0.0,0.0,0.0,0.0,0.0,3.8,15.69,-4.62,True
2026-03-03,HE,16.075,15.3,-4.82,0.0,0.0,0.0,0.0,0.0,3.3,14.765,-8.15,True
2026-03-17,HE,14.485,13.88,-4.18,0.0,0.0,0.0,0.0,0.0,1.0,14.58,0.66,False
2026-03-31,HE,14.84,14.38,-3.1,0.0,0.0,0.0,0.0,0.0,0.1,15.54,4.72,False
2026-04-15,HE,15.135,15.17,0.23,0.0,0.0,0.0,0.0,0.0,0.1,15.165,0.2,True
2026-04-29,HE,14.94,14.79,-1.0,0.0,0.0,0.0,0.0,0.0,0.7,15.275,2.24,False
2026-05-13,HE,13.385,13.75,2.73,0.0,0.0,0.0,0.0,0.0,2.9,13.76,2.8,True
2026-05-28,HE,13.49,13.43,-0.44,0.0,0.0,0.0,0.0,0.0,0.2,13.44,-0.37,True
2026-06-11,HE,13.16,13.04,-0.91,0.0,0.0,0.0,0.0,0.0,0.5,13.01,-1.14,True
2026-06-26,HE,13.56,13.55,-0.07,0.0,0.0,0.0,0.0,0.0,0.1,13.42,-1.03,True
2024-09-09,HLIT,13.36,13.29,-0.52,0.0,0.0,0.0,0.0,0.0,0.4,13.45,0.67,False
2024-09-23,HLIT,14.25,14.52,1.89,0.0,0.0,0.0,0.0,0.0,2.6,14.57,2.25,True
2024-10-07,HLIT,13.23,13.75,3.93,0.0,0.0,0.0,0.0,0.0,1.2,13.79,4.23,True
2024-10-21,HLIT,14.37,14.85,3.34,0.0,0.0,0.0,0.0,0.0,3.5,14.83,3.2,True
2024-11-04,HLIT,11.12,11.59,4.23,0.2,0.0,0.5,0.0,0.0,0.0,12.54,12.77,True
2024-11-18,HLIT,11.94,12.75,6.78,1.2,1.6,0.8,0.0,0.0,3.7,12.39,3.77,True
2024-12-03,HLIT,12.93,13.17,1.86,5.5,9.4,1.5,0.08066297094823105,0.0,0.9,12.93,0.0,False
2024-12-17,HLIT,13.23,13.2,-0.23,9.1,13.4,4.7,0.1029694950469997,0.0,1.5,13.435,1.55,False
2025-01-02,HLIT,13.09,13.42,2.52,8.2,10.4,6.0,0.0958115548138625,0.0,2.2,12.44,-4.97,False
2025-01-17,HLIT,12.4,12.88,3.87,21.8,21.8,21.8,0.15898465764945058,0.16025019038537236,0.8,11.57,-6.69,False
2025-02-03,HLIT,10.99,11.54,5.0,6.0,4.5,7.5,0.0,0.0,2.3,11.12,1.18,True
2025-02-18,HLIT,10.44,10.64,1.92,0.2,0.4,0.0,0.0,0.0,2.6,10.07,-3.54,False
2025-03-04,HLIT,10.52,10.93,3.9,0.0,0.0,0.0,0.0,0.0,0.4,10.38,-1.33,False
2025-03-18,HLIT,10.385,10.64,2.46,0.0,0.0,0.0,0.0,0.0,1.2,10.145,-2.31,False
2025-04-01,HLIT,9.53,10.21,7.14,0.0,0.0,0.0,0.0,0.0,3.4,8.26,-13.33,False
2025-04-15,HLIT,9.01,9.25,2.66,0.0,0.0,0.0,0.0,0.0,0.2,8.78,-2.55,False
2025-04-30,HLIT,8.98,9.34,4.01,0.0,0.0,0.0,0.0,0.0,0.3,8.88,-1.11,False
2025-05-14,HLIT,9.605,9.85,2.55,0.0,0.0,0.0,0.0,0.0,0.0,9.23,-3.9,False
2025-05-29,HLIT,9.18,9.37,2.07,0.0,0.0,0.0,0.0,0.0,0.5,9.31,1.42,True
2025-06-12,HLIT,9.24,9.53,3.14,0.0,0.0,0.0,0.0,0.0,0.9,8.865,-4.06,False
2025-06-27,HLIT,9.495,9.61,1.21,0.0,0.0,0.0,0.0,0.0,1.0,10.19,7.32,True
2025-07-14,HLIT,9.23,9.5,2.93,0.0,0.0,0.0,0.0,0.0,0.8,9.23,0.0,False
2025-07-28,HLIT,9.145,9.17,0.27,0.2,0.4,0.0,0.0,0.0,1.5,8.62,-5.74,False
2025-08-11,HLIT,8.76,8.88,1.37,0.0,0.0,0.0,0.0,0.0,0.5,9.065,3.48,True
2025-08-25,HLIT,9.35,9.37,0.21,0.0,0.0,0.0,0.0,0.0,0.0,9.595,2.62,True
2025-09-09,HLIT,9.91,9.55,-3.63,0.6,0.0,1.2,0.0,0.0,0.7,9.99,0.81,False
2025-09-23,HLIT,10.165,10.09,-0.74,0.0,0.0,0.0,0.0,0.0,0.2,10.2,0.34,False
2025-10-07,HLIT,10.41,10.4,-0.1,0.0,0.0,0.0,0.0,0.0,1.2,10.18,-2.21,True
2025-10-21,HLIT,10.34,10.37,0.29,0.2,0.5,0.0,0.0,0.0,0.6,10.56,2.13,True
2025-11-04,HLIT,10.44,10.43,-0.1,0.4,0.0,0.8,0.0,0.0,2.6,10.23,-2.01,True
2025-11-18,HLIT,9.275,9.06,-2.32,0.1,0.0,0.3,0.0,0.0,2.4,9.49,2.32,False
2025-12-03,HLIT,9.75,9.71,-0.41,0.0,0.0,0.0,0.0,0.0,1.2,10.64,9.13,False
2025-12-17,HLIT,10.33,10.37,0.39,0.5,0.0,0.9,0.0,0.0,0.0,9.965,-3.53,False
2026-01-02,HLIT,10.03,9.89,-1.4,0.3,0.0,0.7,0.0,0.0,3.0,9.64,-3.89,True
2026-01-16,HLIT,10.075,9.98,-0.94,0.6,0.7,0.4,0.0,0.0,1.1,10.275,1.99,False
2026-02-02,HLIT,9.96,9.99,0.3,0.5,0.9,0.0,0.0,0.0,0.4,10.31,3.51,True
2026-02-17,HLIT,10.77,10.77,0.0,1.1,1.6,0.5,0.0,0.0,1.6,10.44,-3.06,True
2026-03-03,HLIT,10.195,10.63,4.27,1.9,3.0,0.9,0.0,0.0,2.6,9.47,-7.11,False
2026-03-17,HLIT,9.54,9.56,0.21,2.1,3.5,0.7,0.0,0.0,1.3,9.31,-2.41,False
2026-03-31,HLIT,8.99,9.18,2.11,1.6,3.0,0.1,0.0,0.0,1.5,9.625,7.06,True
2026-04-15,HLIT,9.88,9.88,0.0,2.1,3.6,0.6,0.03048324575962913,0.0,0.0,10.64,7.69,False
2026-04-29,HLIT,10.325,10.37,0.44,2.2,4.5,0.0,0.013201228511730334,0.0,1.3,12.185,18.01,True
2026-05-13,HLIT,13.36,12.88,-3.59,0.6,1.1,0.0,0.0,0.0,1.8,12.31,-7.86,True
2026-05-28,HLIT,17.005,16.59,-2.44,0.7,1.3,0.0,0.0,0.0,0.6,14.61,-14.08,True
2026-06-11,HLIT,14.52,14.55,0.21,2.0,3.3,0.8,0.0,0.0,0.3,15.05,3.65,True
2026-06-26,HLIT,14.88,14.62,-1.75,3.3,4.5,2.1,0.0,0.0,2.3,13.935,-6.35,True
2024-09-09,HNRG,5.94,5.79,-2.53,0.4,0.8,0.0,0.0,0.0,1.6,6.39,7.58,False
2024-09-23,HNRG,6.99,7.56,8.15,0.0,0.0,0.0,0.0,0.0,5.0,9.42,34.76,True
2024-10-07,HNRG,10.0,10.5,5.0,6.6,9.2,4.0,0.18143214781411954,0.2124475845207876,2.5,10.05,0.5,True
2024-10-21,HNRG,9.93,10.48,5.54,2.9,1.5,4.3,0.12505104602113148,0.1129602352787572,6.3,10.43,5.04,True
2024-11-04,HNRG,8.89,8.96,0.79,0.4,0.5,0.3,0.0,0.0,6.6,11.03,24.07,True
2024-11-18,HNRG,12.73,12.19,-4.24,0.7,0.3,1.0,0.0,0.0,4.8,12.75,0.16,False
2024-12-03,HNRG,12.12,11.94,-1.49,1.3,1.3,1.3,0.0,0.0,1.2,13.5,11.39,False
2024-12-17,HNRG,11.69,11.37,-2.74,2.1,2.5,1.7,0.0,0.0,1.0,11.135,-4.75,True
2025-01-02,HNRG,11.69,10.96,-6.24,1.6,1.6,1.6,0.0,0.0,3.9,11.83,1.2,False
2025-01-17,HNRG,12.66,12.79,1.03,0.2,0.0,0.5,0.0,0.0,5.5,9.45,-25.36,False
2025-02-03,HNRG,10.64,9.93,-6.67,0.0,0.0,0.0,0.0,0.0,5.5,11.33,6.48,False
2025-02-18,HNRG,11.01,11.11,0.91,0.0,0.0,0.0,0.0,0.0,3.5,9.68,-12.08,False
2025-03-04,HNRG,9.42,9.12,-3.18,0.0,0.0,0.0,0.0,0.0,0.3,9.58,1.7,False
2025-03-18,HNRG,11.97,11.82,-1.25,0.0,0.0,0.0,0.0,0.0,0.8,12.76,6.6,False
2025-04-01,HNRG,12.15,11.9,-2.06,0.0,0.0,0.0,0.0,0.0,0.8,11.1,-8.64,True
2025-04-15,HNRG,13.18,12.73,-3.41,0.0,0.0,0.0,0.0,0.0,0.8,14.46,9.71,False
