as_of_date,ticker,entry_price,predicted_price,predicted_return_pct,confidence,rf_confidence,gb_confidence,rf_r2,gb_r2,agreement_pct,actual_price,actual_return_pct,direction_correct
2025-06-27,LPX,87.64,89.3,1.89,0.0,0.0,0.0,0.0,0.0,0.0,89.43,2.04,True
2025-07-14,LPX,91.0,93.03,2.23,0.0,0.0,0.0,0.0,0.0,1.4,85.98,-5.52,False
2025-07-28,LPX,89.36,91.23,2.09,0.0,0.0,0.0,0.0,0.0,0.3,91.92,2.86,True
2025-08-11,LPX,90.08,92.97,3.21,0.1,0.2,0.0,0.0,0.0,2.3,97.165,7.87,True
2025-08-25,LPX,99.05,101.81,2.79,1.1,2.1,0.0,0.0,0.0,1.7,93.22,-5.89,False
2025-09-09,LPX,95.72,97.19,1.54,0.0,0.0,0.0,0.0,0.0,1.9,93.96,-1.84,False
2025-09-23,LPX,85.97,87.56,1.85,0.0,0.0,0.0,0.0,0.0,1.7,88.9,3.41,True
2025-10-07,LPX,89.865,93.29,3.81,0.0,0.0,0.0,0.0,0.0,1.8,92.78,3.24,True
2025-10-21,LPX,92.78,93.89,1.2,0.0,0.0,0.0,0.0,0.0,1.9,91.31,-1.58,False
2025-11-04,LPX,85.35,85.59,0.28,0.3,0.0,0.6,0.0,0.0,1.0,77.85,-8.79,False
2025-11-18,LPX,74.72,75.03,0.41,0.1,0.3,0.0,0.0,0.0,0.2,81.37,8.9,True
2025-12-03,LPX,82.71,84.71,2.42,0.0,0.0,0.0,0.0,0.0,2.0,87.055,5.25,True
2025-12-17,LPX,84.45,86.59,2.53,2.5,4.3,0.7,0.0,0.0,2.2,82.62,-2.17,False
2026-01-02,LPX,81.72,83.62,2.33,0.9,1.8,0.0,0.0,0.0,2.0,92.1,12.7,True
2026-01-16,LPX,93.24,93.94,0.75,1.7,3.1,0.3,0.0034153893303909832,0.0,0.2,90.56,-2.87,False
2026-02-02,LPX,84.725,86.25,1.8,0.0,0.0,0.0,0.0,0.0,1.9,98.62,16.4,True
2026-02-17,LPX,88.82,90.47,1.86,0.0,0.0,0.0,0.0,0.0,2.9,85.26,-4.01,False
2026-03-03,LPX,82.745,85.64,3.5,0.0,0.0,0.0,0.0,0.0,2.5,78.84,-4.72,False
2026-03-17,LPX,77.08,78.37,1.67,0.0,0.0,0.0,0.0,0.0,0.5,73.62,-4.49,False
2026-03-31,LPX,72.76,74.94,3.0,0.1,0.0,0.2,0.0,0.0,2.3,75.215,3.37,True
2026-04-15,LPX,73.835,75.28,1.96,0.0,0.0,0.0,0.0,0.0,1.3,73.75,-0.12,False
2026-04-29,LPX,72.09,73.3,1.68,0.0,0.0,0.0,0.0,0.0,1.0,72.51,0.58,True
2026-05-13,LPX,70.245,70.24,-0.01,0.0,0.0,0.0,0.0,0.0,0.3,70.08,-0.23,True
2026-05-28,LPX,76.14,76.69,0.72,0.0,0.0,0.0,0.0,0.0,0.2,71.27,-6.4,False
2026-06-11,LPX,74.78,74.33,-0.6,0.0,0.0,0.0,0.0,0.0,1.1,77.62,3.8,False
2026-06-26,LPX,82.33,81.81,-0.63,0.0,0.0,0.0,0.0,0.0,1.8,77.495,-5.87,True
2024-09-09,LW,63.16,64.14,1.55,6.6,4.2,9.0,0.0,0.015900087221032755,1.1,64.73,2.49,True
2024-09-23,LW,64.91,65.24,0.51,14.4,10.0,18.8,0.022633123964867496,0.08928684058665881,1.5,64.74,-0.26,False
2024-10-07,LW,69.24,65.93,-4.78,3.8,1.1,6.4,0.032689738418375414,0.13134981227170517,3.8,72.31,4.43,False
2024-10-21,LW,77.32,74.0,-4.29,0.3,0.0,0.6,0.0,0.0,1.8,77.66,0.44,False
2024-11-04,LW,77.5,77.47,-0.04,0.0,0.0,0.0,0.0,0.0,0.7,81.09,4.63,False
2024-11-18,LW,76.78,75.22,-2.03,0.0,0.0,0.0,0.0,0.0,2.6,76.78,0.0,True
2024-12-03,LW,79.435,77.18,-2.84,0.0,0.0,0.0,0.0,0.0,1.2,75.72,-4.68,True
2024-12-17,LW,82.19,77.31,-5.94,0.0,0.0,0.0,0.0,0.0,3.9,63.8,-22.37,True
2025-01-02,LW,66.05,67.83,2.69,0.0,0.0,0.0,0.05817490043023266,0.0333314889634887,1.2,60.765,-8.0,False
2025-01-17,LW,60.15,61.58,2.38,0.0,0.0,0.0,0.05993830041886383,0.022312448747908276,1.0,62.345,3.65,True
2025-02-03,LW,60.33,60.07,-0.43,0.0,0.0,0.0,0.0008768051501211183,0.035874879629680057,2.2,58.5,-3.03,True
2025-02-18,LW,57.68,57.74,0.1,0.0,0.0,0.0,0.0,0.0,1.8,51.78,-10.23,False
2025-03-04,LW,49.89,51.53,3.29,0.0,0.0,0.0,0.0,0.0,5.1,51.55,3.33,True
2025-03-18,LW,52.88,52.33,-1.04,0.0,0.0,0.0,0.0,0.0,0.3,53.025,0.27,False
2025-04-01,LW,53.27,53.34,0.13,0.0,0.0,0.0,0.0,0.0,0.8,52.6,-1.26,False
2025-04-15,LW,54.625,53.39,-2.26,3.2,0.0,6.5,0.0,0.02565815140036065,1.2,52.45,-3.98,True
2025-04-30,LW,52.79,52.99,0.38,0.0,0.0,0.0,0.0,0.0,1.6,50.85,-3.67,False
2025-05-14,LW,51.4,49.13,-4.42,3.2,3.2,3.3,0.06478052954145053,0.0743339753711072,2.7,51.42,0.04,False
2025-05-29,LW,54.25,49.64,-8.5,1.9,1.7,2.1,0.0,0.0,6.6,55.25,1.84,False
2025-06-12,LW,56.28,55.95,-0.59,1.6,1.5,1.6,0.0,0.0,0.2,53.54,-4.87,True
2025-06-27,LW,53.38,52.53,-1.59,1.1,1.7,0.5,0.0,0.0,1.6,51.05,-4.36,True
2025-07-14,LW,51.09,49.86,-2.41,0.0,0.0,0.0,0.0,0.0,0.7,48.04,-5.97,True
2025-07-28,LW,59.23,57.84,-2.35,0.1,0.0,0.2,0.0,0.0,1.2,54.635,-7.76,True
2025-08-11,LW,51.65,51.48,-0.33,1.1,1.6,0.6,0.0,0.0,0.5,54.305,5.14,False
2025-08-25,LW,55.94,55.67,-0.48,0.0,0.0,0.0,0.0,0.0,0.3,56.55,1.09,False
2025-09-09,LW,57.11,55.45,-2.91,0.0,0.0,0.0,0.0,0.0,4.5,57.74,1.1,False
2025-09-23,LW,54.31,54.01,-0.55,0.0,0.0,0.0,0.0,0.0,0.6,58.12,7.02,False
2025-10-07,LW,63.29,61.16,-3.37,0.0,0.0,0.0,0.0,0.0,3.9,64.175,1.4,False
2025-10-21,LW,64.635,63.14,-2.31,0.0,0.0,0.0,0.0,0.0,2.9,65.62,1.52,False
2025-11-04,LW,61.99,61.08,-1.47,0.0,0.0,0.0,0.0,0.0,0.9,60.06,-3.11,True
2025-11-18,LW,56.165,56.45,0.51,0.1,0.3,0.0,0.0,0.0,0.4,59.045,5.13,True
2025-12-03,LW,60.47,60.53,0.1,0.0,0.0,0.0,0.0,0.0,2.3,58.97,-2.48,False
2025-12-17,LW,59.37,59.26,-0.19,0.0,0.0,0.0,0.0,0.0,0.3,42.505,-28.41,True
2026-01-02,LW,42.295,43.23,2.21,0.0,0.0,0.0,0.0,0.0,1.2,41.35,-2.23,False
2026-01-16,LW,43.32,43.1,-0.51,0.0,0.0,0.0,0.0,0.0,0.7,43.73,0.95,False
2026-02-02,LW,45.03,44.55,-1.07,0.0,0.0,0.0,0.0,0.0,0.5,50.68,12.55,False
2026-02-17,LW,48.205,48.75,1.13,0.0,0.0,0.0,0.0,0.0,1.2,47.99,-0.45,False
2026-03-03,LW,46.9,47.45,1.17,0.0,0.0,0.0,0.0,0.0,1.6,44.47,-5.18,False
2026-03-17,LW,40.935,42.01,2.63,0.0,0.0,0.0,0.0,0.0,1.0,41.49,1.36,True
2026-03-31,LW,42.29,41.84,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,41.6,-1.63,True
2026-04-15,LW,43.18,43.61,1.0,0.0,0.0,0.0,0.0,0.0,0.9,45.01,4.24,True
2026-04-29,LW,43.02,43.97,2.21,0.0,0.0,0.0,0.0,0.0,2.0,43.24,0.51,True
2026-05-13,LW,41.5,41.99,1.18,0.0,0.0,0.0,0.0,0.0,2.0,41.97,1.13,True
2026-05-28,LW,43.52,43.64,0.28,0.0,0.0,0.0,0.0,0.0,1.9,42.35,-2.69,False
2026-06-11,LW,45.11,44.3,-1.8,0.0,0.0,0.0,0.0,0.0,1.6,45.13,0.04,False
2026-06-26,LW,45.15,45.66,1.13,0.0,0.0,0.0,0.0,0.0,0.9,46.09,2.08,True
2024-09-09,LXU,7.195,7.28,1.18,9.0,12.6,5.4,0.10318206692976462,0.06097766717214048,1.0,7.51,4.38,True
2024-09-23,LXU,7.63,7.43,-2.62,8.4,11.4,5.5,0.08399838005510596,0.07459798462819478,0.7,8.035,5.31,False
2024-10-07,LXU,8.26,8.16,-1.21,4.2,4.5,3.9,0.11255176278008172,0.07298459959262693,1.3,9.355,13.26,False
2024-10-21,LXU,9.1,8.99,-1.21,6.7,11.8,1.6,0.11869264381635924,0.0,3.0,8.79,-3.41,True
2024-11-04,LXU,8.42,8.2,-2.61,4.0,6.8,1.1,0.054172201005017295,0.0,2.2,9.11,8.19,False
2024-11-18,LXU,8.49,8.16,-3.89,1.7,2.9,0.5,0.0,0.0,2.6,8.945,5.36,False
2024-12-03,LXU,9.05,8.8,-2.76,0.1,0.0,0.3,0.0,0.0,2.2,8.87,-1.99,True
2024-12-17,LXU,8.25,7.84,-4.97,0.0,0.0,0.0,0.0,0.0,2.2,7.73,-6.3,True
2025-01-02,LXU,7.7,7.98,3.64,0.9,1.2,0.7,0.0,0.0,1.9,7.435,-3.44,False
2025-01-17,LXU,9.075,9.11,0.39,2.9,4.0,1.8,0.009882236053275872,0.0,0.7,8.37,-7.77,False
2025-02-03,LXU,8.22,7.99,-2.8,4.2,2.6,5.9,0.03609561388662419,0.0,1.3,8.465,2.98,False
2025-02-18,LXU,7.96,7.81,-1.88,5.0,5.3,4.8,0.01268269527155852,0.0,0.3,7.855,-1.32,True
2025-03-04,LXU,6.705,7.0,4.4,12.1,13.9,10.3,0.10729537962688662,0.06865369613710859,0.7,7.065,5.37,True
2025-03-18,LXU,7.23,7.41,2.49,9.4,16.0,2.8,0.11646802583946059,0.00386195750610252,1.5,6.77,-6.36,False
2025-04-01,LXU,6.53,6.81,4.29,5.9,9.9,1.9,0.051628554496018775,0.0,2.2,5.015,-23.2,False
2025-04-15,LXU,5.24,5.51,5.15,0.7,1.3,0.0,0.0,0.0,1.6,5.205,-0.67,False
2025-04-30,LXU,6.38,6.36,-0.31,2.4,3.6,1.1,0.0,0.0,0.5,6.635,4.0,False
2025-05-14,LXU,7.28,7.14,-1.92,6.1,6.2,6.0,0.0,0.0,1.4,7.15,-1.79,True
2025-05-29,LXU,7.59,7.34,-3.29,1.4,0.9,1.8,0.0,0.0,1.9,7.755,2.17,False
2025-06-12,LXU,7.935,7.82,-1.45,0.0,0.0,0.0,0.0,0.0,1.0,8.46,6.62,False
2025-06-27,LXU,7.875,7.5,-4.76,0.0,0.0,0.0,0.0,0.0,2.4,8.115,3.05,False
2025-07-14,LXU,8.65,8.62,-0.35,0.0,0.0,0.0,0.0,0.0,0.8,8.535,-1.33,True
2025-07-28,LXU,8.65,8.6,-0.58,0.0,0.0,0.0,0.0,0.0,0.8,7.78,-10.06,True
2025-08-11,LXU,7.33,7.2,-1.77,0.0,0.0,0.0,0.0,0.0,0.3,7.835,6.89,False
2025-08-25,LXU,8.345,8.45,1.26,0.0,0.0,0.0,0.0,0.0,0.9,8.435,1.08,True
2025-09-09,LXU,7.805,7.62,-2.37,0.0,0.0,0.0,0.0,0.0,1.2,7.965,2.05,False
2025-09-23,LXU,7.98,7.87,-1.38,0.0,0.0,0.0,0.0,0.0,0.8,7.895,-1.07,True
2025-10-07,LXU,9.1,9.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.6,8.64,-5.05,True
2025-10-21,LXU,8.46,8.37,-1.06,0.0,0.0,0.0,0.0,0.0,0.8,9.2,8.75,False
2025-11-04,LXU,8.175,8.05,-1.53,0.0,0.0,0.0,0.0,0.0,0.2,9.815,20.06,False
2025-11-18,LXU,9.255,9.16,-1.03,0.0,0.0,0.0,0.0,0.0,0.4,8.955,-3.24,True
2025-12-03,LXU,9.605,9.41,-2.03,0.0,0.0,0.0,0.0,0.0,1.8,8.76,-8.8,True
2025-12-17,LXU,8.715,8.55,-1.89,0.0,0.0,0.0,0.0,0.0,1.9,8.47,-2.81,True
2026-01-02,LXU,8.58,8.55,-0.35,0.0,0.0,0.0,0.0,0.0,0.5,9.29,8.28,False
2026-01-16,LXU,9.595,9.66,0.68,0.0,0.0,0.0,0.0,0.0,0.2,9.655,0.63,True
2026-02-02,LXU,9.14,9.04,-1.09,0.0,0.0,0.0,0.0,0.0,0.6,9.945,8.81,False
2026-02-17,LXU,9.7,9.62,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,10.06,3.71,False
2026-03-03,LXU,11.95,11.33,-5.19,0.0,0.0,0.0,0.0,0.0,4.8,12.74,6.61,False
2026-03-17,LXU,14.77,14.54,-1.56,0.0,0.0,0.0,0.0,0.0,2.4,15.41,4.33,False
2026-03-31,LXU,14.9,14.24,-4.43,0.0,0.0,0.0,0.0,0.0,2.7,14.76,-0.94,True
2026-04-15,LXU,14.15,13.97,-1.27,0.0,0.0,0.0,0.0,0.0,1.4,14.43,1.98,False
2026-04-29,LXU,15.19,14.71,-3.16,0.0,0.0,0.0,0.0,0.0,2.0,14.09,-7.24,True
2026-05-13,LXU,14.725,14.63,-0.65,0.1,0.0,0.2,0.0,0.0,1.6,13.36,-9.27,True
2026-05-28,LXU,12.975,13.22,1.89,0.4,0.8,0.0,0.0,0.0,0.7,12.95,-0.19,False
2026-06-11,LXU,11.695,12.36,5.69,0.1,0.2,0.0,0.0,0.0,1.0,11.39,-2.61,False
2026-06-26,LXU,10.83,11.4,5.26,0.0,0.0,0.0,0.0,0.0,0.5,10.775,-0.51,False
2024-09-09,MGNI,12.93,13.13,1.55,0.0,0.0,0.0,0.0,0.0,0.9,14.03,8.51,True
2024-09-23,MGNI,13.04,13.18,1.07,0.0,0.0,0.0,0.0,0.0,3.3,13.84,6.13,True
2024-10-07,MGNI,12.05,12.12,0.58,0.0,0.0,0.0,0.0,0.0,0.8,12.395,2.86,True
2024-10-21,MGNI,11.97,12.68,5.93,0.0,0.0,0.0,0.0,0.0,4.3,12.81,7.02,True
2024-11-04,MGNI,12.205,13.69,12.17,0.0,0.0,0.0,0.0,0.0,8.2,15.82,29.62,True
2024-11-18,MGNI,15.64,16.4,4.86,0.1,0.0,0.3,0.06487665796522968,0.0,2.9,16.59,6.07,True
2024-12-03,MGNI,17.08,16.99,-0.53,5.1,6.1,4.1,0.16835715681469843,0.0,1.5,16.8,-1.64,True
2024-12-17,MGNI,16.58,16.51,-0.42,4.5,6.3,2.8,0.19013741989634192,0.0,0.4,16.425,-0.93,True
2025-01-02,MGNI,16.105,16.15,0.28,3.9,4.6,3.3,0.19493234135326154,0.0,0.9,15.625,-2.98,False
2025-01-17,MGNI,15.435,15.1,-2.17,11.5,14.2,8.8,0.21522013746543445,0.058129834402081304,4.4,16.79,8.78,False
2025-02-03,MGNI,17.225,17.15,-0.44,4.2,4.7,3.7,0.1221787189680138,0.0026073000311599426,1.7,20.63,19.77,False
2025-02-18,MGNI,19.4,19.68,1.44,0.0,0.0,0.0,0.015657283428179403,0.0,0.8,17.375,-10.44,False
2025-03-04,MGNI,14.66,15.02,2.46,0.0,0.0,0.0,0.0,0.0,1.0,12.41,-15.35,False
2025-03-18,MGNI,12.7,13.38,5.35,0.0,0.0,0.0,0.0,0.0,2.7,13.525,6.5,True
2025-04-01,MGNI,11.395,12.16,6.71,0.0,0.0,0.0,0.0,0.0,4.2,9.01,-20.93,False
2025-04-15,MGNI,10.135,10.75,6.07,0.0,0.0,0.0,0.0,0.0,3.0,11.88,17.22,True
2025-04-30,MGNI,11.89,12.94,8.83,0.0,0.0,0.0,0.0,0.0,3.5,12.47,4.88,True
2025-05-14,MGNI,16.575,17.26,4.13,0.0,0.0,0.0,0.0,0.0,0.1,15.505,-6.46,False
2025-05-29,MGNI,16.24,16.3,0.37,0.0,0.0,0.0,0.0,0.0,3.5,17.48,7.64,True
2025-06-12,MGNI,17.63,17.36,-1.53,0.0,0.0,0.0,0.0,0.0,3.3,18.725,6.21,False
2025-06-27,MGNI,21.115,20.45,-3.15,0.0,0.0,0.0,0.0,0.0,2.8,24.295,15.06,False
2025-07-14,MGNI,23.1,22.73,-1.6,0.7,1.4,0.0,0.0,0.0,0.5,24.415,5.69,False
2025-07-28,MGNI,23.585,23.2,-1.63,0.0,0.0,0.0,0.0,0.0,1.9,22.685,-3.82,True
2025-08-11,MGNI,22.08,22.31,1.04,0.7,1.3,0.0,0.0,0.0,1.3,24.32,10.14,True
2025-08-25,MGNI,25.315,24.82,-1.96,0.6,0.9,0.2,0.0,0.0,1.7,25.56,0.97,False
2025-09-09,MGNI,24.38,24.16,-0.9,1.4,1.5,1.2,0.0,0.0,1.1,23.06,-5.41,True
2025-09-23,MGNI,23.46,23.66,0.85,1.3,2.4,0.3,0.0,0.0,0.4,21.76,-7.25,False
2025-10-07,MGNI,19.08,18.45,-3.3,1.5,1.6,1.3,0.020457069597276334,0.0,2.1,17.95,-5.92,True
2025-10-21,MGNI,18.93,18.96,0.16,1.4,1.5,1.3,0.0,0.0,1.4,19.905,5.15,True
2025-11-04,MGNI,16.73,16.2,-3.17,0.5,0.8,0.2,0.0,0.0,2.0,14.785,-11.63,True
2025-11-18,MGNI,13.415,14.03,4.58,2.4,4.6,0.2,0.0,0.0,3.2,14.84,10.62,True
2025-12-03,MGNI,14.36,15.47,7.73,3.2,5.1,1.4,0.0023371994790009065,0.0,0.6,15.79,9.96,True
2025-12-17,MGNI,16.69,17.84,6.89,2.8,2.4,3.2,0.018432079704208792,0.0,5.5,16.515,-1.05,False
2026-01-02,MGNI,16.075,17.74,10.36,1.6,1.8,1.4,0.0,0.0,3.1,16.15,0.47,True
2026-01-16,MGNI,14.37,14.66,2.02,1.4,1.4,1.3,0.0,0.0,2.0,15.38,7.03,True
2026-02-02,MGNI,14.06,14.61,3.91,1.0,0.9,1.1,0.0,0.0,0.6,11.67,-17.0,False
2026-02-17,MGNI,11.575,12.12,4.71,0.5,0.6,0.4,0.0,0.0,0.7,11.69,0.99,True
2026-03-03,MGNI,13.78,14.74,6.97,0.8,1.1,0.4,0.0,0.0,0.8,13.0,-5.66,False
2026-03-17,MGNI,12.33,13.45,9.08,0.7,1.0,0.4,0.0,0.0,2.2,12.045,-2.31,False
2026-03-31,MGNI,11.87,12.38,4.3,0.4,0.7,0.1,0.0,0.0,2.3,12.17,2.53,True
2026-04-15,MGNI,13.24,14.3,8.01,0.5,0.5,0.5,0.0,0.0,0.7,13.39,1.13,True
2026-04-29,MGNI,12.92,13.96,8.05,0.1,0.0,0.1,0.0,0.0,1.8,13.375,3.52,True
2026-05-13,MGNI,12.9,14.01,8.6,0.4,0.5,0.3,0.0,0.0,2.7,13.05,1.16,True
2026-05-28,MGNI,14.435,15.07,4.4,0.4,0.2,0.7,0.0,0.0,1.3,14.87,3.01,True
2026-06-11,MGNI,16.2,16.51,1.91,0.8,0.6,0.9,0.0,0.0,1.1,17.885,10.4,True
2026-06-26,MGNI,18.7,18.86,0.86,0.9,0.8,1.0,0.0,0.0,0.1,20.85,11.5,True
2024-09-09,MHK,149.19,151.97,1.86,0.4,0.3,0.6,0.0,0.0,0.8,155.775,4.41,True
2024-09-23,MHK,157.895,164.02,3.88,3.8,3.8,3.8,0.0,0.0,2.2,160.745,1.8,True
2024-10-07,MHK,155.03,158.63,2.32,6.3,6.1,6.5,0.0,0.02675533716562184,0.6,158.09,1.97,True
2024-10-21,MHK,161.275,165.98,2.92,4.4,3.3,5.5,0.0,0.0,0.6,131.74,-18.31,False
2024-11-04,MHK,136.7,143.16,4.73,2.0,1.9,2.1,0.0,0.0,3.2,145.48,6.42,True
2024-11-18,MHK,138.46,145.43,5.03,1.6,1.3,1.8,0.0,0.0,3.6,145.1,4.8,True
2024-12-03,MHK,135.45,139.91,3.29,1.1,0.8,1.3,0.0,0.0,1.5,130.98,-3.3,False
2024-12-17,MHK,124.59,125.44,0.68,0.0,0.0,0.0,0.0,0.0,0.4,119.93,-3.74,False
2025-01-02,MHK,115.84,118.36,2.18,0.0,0.0,0.0,0.0,0.0,1.3,118.055,1.91,True
2025-01-17,MHK,129.365,133.62,3.29,0.0,0.0,0.0,0.0,0.0,1.0,127.99,-1.06,False
2025-02-03,MHK,119.025,120.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,117.47,-1.31,False
2025-02-18,MHK,119.44,121.06,1.36,0.0,0.0,0.0,0.0,0.0,0.0,118.82,-0.52,False
2025-03-04,MHK,113.05,114.79,1.54,0.0,0.0,0.0,0.0,0.0,2.2,112.45,-0.53,False
2025-03-18,MHK,114.31,115.03,0.63,0.0,0.0,0.0,0.0,0.0,0.0,116.1,1.57,True
2025-04-01,MHK,114.995,116.48,1.29,0.0,0.0,0.0,0.0,0.0,0.3,98.69,-14.18,False
2025-04-15,MHK,103.015,106.08,2.98,0.0,0.0,0.0,0.0,0.0,3.5,105.51,2.42,True
2025-04-30,MHK,106.28,108.16,1.77,0.0,0.0,0.0,0.0,0.0,0.1,100.79,-5.17,False
2025-05-14,MHK,107.315,107.91,0.55,0.0,0.0,0.0,0.0,0.0,0.6,102.49,-4.5,False
2025-05-29,MHK,102.03,103.44,1.38,0.0,0.0,0.0,0.0,0.0,0.4,100.8,-1.21,False
2025-06-12,MHK,104.79,107.29,2.39,0.0,0.0,0.0,0.0,0.0,1.2,99.54,-5.01,False
2025-06-27,MHK,104.94,106.15,1.15,0.0,0.0,0.0,0.0,0.0,0.6,107.2,2.15,True
2025-07-14,MHK,112.21,116.89,4.17,1.8,2.3,1.2,0.0,0.0,3.6,109.35,-2.55,False
2025-07-28,MHK,120.03,122.83,2.33,1.9,3.0,0.9,0.01734213503095028,0.0,2.3,119.25,-0.65,False
2025-08-11,MHK,119.89,121.89,1.67,3.9,2.8,4.9,0.009526310544931693,0.0,1.4,127.08,6.0,True
2025-08-25,MHK,132.09,132.0,-0.07,9.6,10.0,9.1,0.056814863727566056,0.050846216290421076,0.8,130.54,-1.17,True
2025-09-09,MHK,135.62,138.31,1.98,9.1,9.0,9.1,0.0,0.009832687036816834,1.1,136.67,0.77,True
2025-09-23,MHK,127.7,128.07,0.29,6.8,9.0,4.7,0.023995152743184645,0.0,0.9,128.97,0.99,True
2025-10-07,MHK,122.46,122.3,-0.13,7.5,9.8,5.2,0.034833439969561564,0.0,0.7,125.67,2.62,False
2025-10-21,MHK,131.41,129.98,-1.09,4.9,7.1,2.8,0.026805687198983907,0.0,0.2,118.765,-9.62,True
2025-11-04,MHK,110.67,111.49,0.74,7.7,9.4,6.0,0.06505223266370375,0.0,1.2,108.84,-1.65,False
2025-11-18,MHK,104.05,104.26,0.2,6.0,7.2,4.7,0.05842520481352331,0.0017247966573656903,1.2,114.44,9.99,True
2025-12-03,MHK,115.2,114.76,-0.38,4.5,6.2,2.7,0.04735722478393589,0.0,0.7,111.63,-3.1,True
2025-12-17,MHK,109.24,108.94,-0.27,5.2,7.5,3.0,0.07938759024598052,0.0,0.1,110.02,0.71,False
2026-01-02,MHK,109.5,108.95,-0.5,8.2,10.1,6.3,0.08739406321550547,0.019988375830137683,0.7,118.78,8.47,False
2026-01-16,MHK,122.8,124.5,1.38,6.3,7.0,5.7,0.0490352552319433,0.0,2.7,120.37,-1.98,False
2026-02-02,MHK,120.54,122.61,1.72,2.4,4.2,0.6,0.019634332428302814,0.0,1.3,132.235,9.7,True
