as_of_date,ticker,smartscore,setup,near_miss,has_signal,setup_strength,trend_context,volume_bonus,base_tightness_bonus,meaningful_level_bonus,fibonacci_bonus,entry_price,actual_price,actual_return_pct,direction_correct
2024-11-18,EEM,,,False,False,,,,,,,43.45,41.76,-3.89,False
2024-12-03,EEM,,,False,False,,,,,,,43.54,42.11,-3.28,False
2024-12-17,EEM,,,False,False,,,,,,,42.94,42.41,-1.23,False
2025-01-02,EEM,,,False,False,,,,,,,41.76,44.71,7.06,True
2025-01-17,EEM,,,False,False,,,,,,,42.11,43.19,2.56,True
2025-02-03,EEM,,,False,False,,,,,,,42.41,45.11,6.37,True
2025-02-18,EEM,84.0,Breakout,False,True,37.72522818023582,10.0,-10.0,12.0,0.0,-15.0,44.71,43.87,-1.88,False
2025-03-04,EEM,100.0,Pullback,False,True,29.435142477376587,10.0,5.0,0.0,10.0,15.0,43.19,42.09,-2.55,False
2025-03-18,EEM,73.0,Breakout,False,True,26.6646732627516,10.0,-10.0,12.0,0.0,-15.0,45.11,43.73,-3.06,False
2025-04-01,EEM,100.0,Pullback,False,True,27.097101279509197,10.0,-10.0,0.0,10.0,15.0,43.87,46.31,5.56,True
2025-04-15,EEM,,,False,False,,,,,,,42.09,46.09,9.5,True
2025-04-30,EEM,,,False,False,,,,,,,43.73,47.88,9.49,True
2025-05-14,EEM,85.0,Breakout,False,True,38.41732446303479,10.0,0.0,12.0,0.0,-15.0,46.31,48.1,3.87,True
2025-05-29,EEM,100.0,Breakout,False,True,22.082424138318416,10.0,5.0,12.0,0.0,15.0,46.09,48.34,4.88,True
2025-06-12,EEM,85.0,Breakout,False,True,40.0,10.0,0.0,12.0,0.0,-15.0,47.88,49.165,2.68,True
2025-06-27,EEM,80.0,Breakout,False,True,33.34461256312413,10.0,-10.0,12.0,0.0,-15.0,48.1,49.295,2.48,True
2025-07-14,EEM,68.0,Breakout,False,True,21.277332006428622,10.0,-10.0,12.0,0.0,-15.0,48.34,50.345,4.15,True
